Section,ProductName,Description,Link,Tags
CONSUMABLES,"1200 grit sanding disc, 5-inch, 50-box",,https://amzn.to/3GclOWT,"consumable,sanding"
CONSUMABLES,"1200 grit wet sandpaper, 5 sheets",,https://amzn.to/4ifUp4M,"consumable,sanding"
CONSUMABLES,"1200 grit wet sandpaper, 50 sheets",,https://amzn.to/4ivoAVg,"consumable,sanding"
CONSUMABLES,"1500 grit wet sandpaper, 5 sheets",,https://amzn.to/4hkXlf5,"consumable,sanding"
CONSUMABLES,"1500 grit wet sandpaper, 50 sheets",,https://amzn.to/4kusLlT,"consumable,sanding"
CONSUMABLES,"180 grit Xtract sanding disc, 5-inch, 50-box",,https://amzn.to/41UrbBb,"consumable,sanding"
CONSUMABLES,"2000 grit wet sandpaper, 5 sheets",,,"consumable,sanding"
CONSUMABLES,"2000 grit wet sandpaper, 50 sheets",,https://amzn.to/3FtKEkI,"consumable,sanding"
CONSUMABLES,"320 grit Xtract sanding disc, 5 inch, 50-box",,https://amzn.to/4kuvKe6,"consumable,sanding"
CONSUMABLES,"3M Cubitron Grinding Wheels, 5-inch, 36-grit, 5-pack",,https://amzn.to/3RdrYZ3,"consumable,favorite,grinding"
CONSUMABLES,3M Finesse-it Polishing compound,,https://amzn.to/4i9sof0,"buff-and-polish,consumable"
CONSUMABLES,"3M Green Corps Grinding wheels, 5-inch, 40-grit, 20-pack",,https://amzn.to/4ktEbGD,"consumable,favorite,grinding"
CONSUMABLES,3M Perfect-it rubbing compound,,https://amzn.to/4iwqogI,"buff-and-polish,consumable"
CONSUMABLES,"3M performance Atomizing heads Size 1.2, 5-pack (For 3M paint gun. For gel coat repairs)",,https://amzn.to/3XYhy3i,"accessory,consumable,gel-coat,painting,spray"
CONSUMABLES,3M performance Atomizing heads Size 1.4 5-pack (For 3M paint gun. For gel coat repairs),,https://amzn.to/3XVwpvq,"accessory,consumable,gel-coat,painting,spray"
CONSUMABLES,3M performance Atomizing heads Size 2.0 5-pack (For 3M paint gun. For gel coat repairs),,https://amzn.to/4kCrUQg,"accessory,consumable,gel-coat,painting,spray"
CONSUMABLES,"400 grit sanding disc, 5-inch, 200-box",,https://amzn.to/42i8iZ5,"consumable,sanding"
CONSUMABLES,"400 grit wet paper, 50 sheets",,https://amzn.to/3DNPOrp,"consumable,sanding"
CONSUMABLES,"80 grit sanding disc, 5-inch, 50-box",,https://amzn.to/41sWEKN,"consumable,sanding"
CONSUMABLES,"800 grit sanding disc, 5-inch, 50-box",,https://amzn.to/3RsRA4y,"consumable,sanding"
CONSUMABLES,"800 grit wet sandpaper, 50 sheets",,https://amzn.to/41p5Hwc,"consumable,sanding"
CONSUMABLES,"Blue Tape, 1-inch, 6-pack",,https://amzn.to/43P5LYL,"clean-and-prep,consumable,masking,multi-pack"
CONSUMABLES,"Buffing pads, 7-inch",,https://amzn.to/4igH1xg,"buff-and-polish,consumable"
CONSUMABLES,"Chip brushes, 1-inch, 24-pack",,https://amzn.to/4l0TUx0,"consumable,multi-pack,painting,resin"
CONSUMABLES,"Chip brushes, 2-inch, 36-pack",,https://amzn.to/4jdGIU0,"consumable,multi-pack,painting,resin"
CONSUMABLES,"Color tints, assorted colors",,https://amzn.to/4iwdorG,"consumable,mixing"
CONSUMABLES,"Disposable Paper cups, 125-pack",,https://amzn.to/4bx0Wp7,"consumable,mixing"
CONSUMABLES,"Disposable Plastic cups with lids, 100-count",,https://amzn.to/4iaeQ2W,"consumable,mixing"
CONSUMABLES,"Double-sided tape, 1-inch",,https://amzn.to/3DAGOWC,"clean-and-prep,consumable,masking,multi-pack"
CONSUMABLES,"Fiberglass cloth, 1708 Biaxial, 50 in. x 10 yards",,https://amzn.to/4lbyFbR,"consumable,epoxy,fiberglass,polyester,resin"
CONSUMABLES,"Fiberglass cloth, CSM (Chopped Strand Matt), 50 in. x 10 yards",,https://amzn.to/3FYn3c4,"consumable,epoxy,fiberglass,polyester,resin"
CONSUMABLES,"File belts, 36-grit",,https://amzn.to/4imXJuK,"consumable,grinding"
CONSUMABLES,"Foam rollers, 4-inch, 24-pack",,https://amzn.to/4c7T79o,"consumable,multi-pack,painting,roll"
CONSUMABLES,"Foam rollers, 6-inch, 20-pack",,https://amzn.to/4j98alz,"consumable,multi-pack,painting,roll"
CONSUMABLES,Guide coat kit,,https://amzn.to/4iTdB7Y,"consumable,filling-and-fairing,sanding"
CONSUMABLES,"Masking paper, 12-inch",,https://amzn.to/3FA2qmx,"clean-and-prep,consumable,masking"
CONSUMABLES,"Masking paper, 6-inch",,https://amzn.to/4iA9OMY,"clean-and-prep,consumable,masking"
CONSUMABLES,"Masking plastic, 24-inch (with dispenser)",,https://amzn.to/3RaXaZ0,"clean-and-prep,consumable,masking"
CONSUMABLES,"Masking plastic, 35 inch",,https://amzn.to/3RdrYZ3,"clean-and-prep,consumable,masking"
CONSUMABLES,"Masking plastic, 48-inch (with dispenser)",,https://amzn.to/4bA6GhM,"clean-and-prep,consumable,masking"
CONSUMABLES,"Masking plastic, 72-inch",,https://amzn.to/4kVPFCU,"clean-and-prep,consumable,masking"
CONSUMABLES,Mixing board,,https://amzn.to/4bFNI9C,"consumable,filling-and-fairing,mixing"
CONSUMABLES,Mixing sticks (reusable),,https://amzn.to/4ixutBi,"consumable,mixing"
CONSUMABLES,"Polishing Pads, 3-inch",,https://amzn.to/4bCdmMu,"buff-and-polish,consumable"
CONSUMABLES,"Polishing Pads, 5-inch",,https://amzn.to/4iZLJQi,"buff-and-polish,consumable"
CONSUMABLES,"Polishing Pads, 6-inch",,https://amzn.to/4hw5vkZ,"buff-and-polish,consumable"
CONSUMABLES,"Poly Resin Roller covers, 9-inch, 6-pack",,https://amzn.to/3FP5qLQ,"consumable,multi-pack,painting,roll"
CONSUMABLES,Preval (single-pack),,https://amzn.to/4kxxl2S,"consumable,gel-coat,painting,single-pack,spray"
CONSUMABLES,"Preval, 12-pack (multi-pack)",,https://amzn.to/4kw1dwv,"consumable,gel-coat,multi-pack,painting,spray"
CONSUMABLES,Rags,,https://amzn.to/4kzZ2Z0,"clean-and-prep,consumable"
CONSUMABLES,"Reusable silicone cups, 3-pack, assorted sizes",,https://amzn.to/3FxZhDA,"consumable,mixing"
CONSUMABLES,"Roller tray with liners and roller frame, 4-inch, 27-pack",,https://amzn.to/4hS87cI,"consumable,multi-pack,painting,roll,tool"
CONSUMABLES,"Roller tray with liners and roller frame, 6-inch, 11-pack",,https://amzn.to/4hQGYXF,"consumable,multi-pack,painting,roll,tool"
CONSUMABLES,"Roller tray with liners and roller frame, 9-inch, 10-pack",,https://amzn.to/43xo0lC,"consumable,multi-pack,painting,roll"
CONSUMABLES,"Spray Gun Cups, Lids and Liners Kit, 13.5 ounces",,https://amzn.to/4iV1yah,"consumable,gel-coat,mixing,painting,spray"
CONSUMABLES,"Spray Gun Cups, Lids and Liners Kit, 3 ounces",,https://amzn.to/4bYryPP,"consumable,gel-coat,mixing,painting,spray"
CONSUMABLES,"Spray Gun Cups, Lids and Liners Kit, 6 ounces",,https://amzn.to/4ilpcwT,"consumable,gel-coat,mixing,painting,spray"
CONSUMABLES,"Spray Gun Cups, Lids, and Liners Kit, 28 ounces",,https://amzn.to/3XZmeG2,"consumable,gel-coat,mixing,painting,spray"
CONSUMABLES,"Wet sanding paper, assorted 1000, 1500, 2000, 2500",,https://amzn.to/4ktEbGD,"consumable,sanding"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","3M Acrylic Putty, 1 Tube",,https://amzn.to/41vtWcg,filling-and-fairing
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","3M Platinum Plus filler, 1 gallon",,https://amzn.to/3FtykBc,"epoxy,filling-and-fairing,polyester"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","4200 Permanent Adhesive, 10 oz. tube",,https://amzn.to/420jAkA,"adhesive,glue"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","4200 Permanent Adhesive, Fast cure, 3 oz. tube",,https://amzn.to/4iUFkG6,"adhesive,glue"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","5200 Permanent Adhesive, 10 oz. tube",,https://amzn.to/3QVlcas,"adhesive,glue,sealant"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","5200 Permanent Adhesive, 3 oz. tube",,https://amzn.to/4j98MHT,"adhesive,glue,sealant"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","5200 Permanent Adhesive, Fast cure, 10 oz. tube",,https://amzn.to/3Y4HhqL,"adhesive,glue"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","5200 Permanent Adhesive, Fast cure, 3 oz. tube",,https://amzn.to/4jaQYw8,"adhesive,glue"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlcraft2000/Awlgrip Spray Converter, 1-quart",,https://amzn.to/42aSwk0,"painting,spray"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlcraft2000/Awlgrip Spray Reducer, 1-quart",,https://amzn.to/3FwKuZY,"painting,spray"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlfair FAST red converter, 1-quart",,,"epoxy,filling-and-fairing"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlfair red converter, 1-quart",,https://amzn.to/4bBuNwI,"epoxy,filling-and-fairing"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlfair white base, 1-quart",,https://amzn.to/43Wpbei,"epoxy,filling-and-fairing"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlgrip 545 Primer Base, Grey, 1-gallon",,https://amzn.to/4lbahHg,"painting,roll,spray"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlgrip 545 Primer Base, Grey, 1-quart",,https://amzn.to/42qn2q4,"painting,roll,spray"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlgrip 545 Primer Base, White, 1-gallon",,https://amzn.to/4c9tiG2,"painting,roll,spray"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlgrip 545 Primer Base, White, 1-quart",,https://amzn.to/429KS8p,"painting,roll,spray"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlgrip 545 Primer Converter, 1-gallon",,https://amzn.to/3FNsJpq,"painting,roll,spray"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlgrip 545 Primer Converter, 1-quart",,https://amzn.to/43yAaur,"painting,roll,spray"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlgrip roll/brush converter, 1-pint",,https://amzn.to/4bTQLeg,"painting,roll"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Awlgrip roll/brush reducer, 1-quart",,https://amzn.to/41zFVFL,"painting,roll"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS",Duratec (resin and gel coat additive for tack-free curing)(My favorite),,https://amzn.to/41AaUBs,"favorite,gel-coat,polyester"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Fumed Silica (thickener, very fine, easy to sand), 1-quart",,https://amzn.to/4bE5sCk,"epoxy,filling-and-fairing,gel-coat,polyester,resin"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Hardener for filler, Blue, 4 ounces",,https://amzn.to/4hijV87,filling-and-fairing
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Hardener for filler, Red, 4 ounces",,https://amzn.to/4iwNPXi,filling-and-fairing
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Mica Powder pigments for color-matching paints and gel coat, 36-colors",,https://amzn.to/4ckJcgN,"epoxy,gel-coat,polyester,resin"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS","Milled Fibers, (thickener, heavier for adhesive applications), 1 quart",,https://amzn.to/4bFDLc7,"epoxy,filling-and-fairing,gel-coat,polyester,resin"
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS",PVA,,https://amzn.to/41p3QHK,
"FAIRING COMPOUNDS, THICKENERS, AND OTHER CHEMICALS",Splash zone (cures underwater),,https://amzn.to/3FxYu5A,"epoxy,filling-and-fairing"
Mask Filter Kits & Accessories,"3M Faceshield Cover for 6000 series respirators, 25-Pack",,https://amzn.to/4kTEkmH,"consumable,ppe"
Mask Filter Kits & Accessories,"3M faceshield cover for Ultimate FX series respirator, 5-pack",,https://amzn.to/4ixlkc6,"consumable,ppe"
Mask Filter Kits & Accessories,Hearing protection,,https://amzn.to/4bTO1xL,ppe
Mask Filter Kits & Accessories,Organic Vapor filters,,https://amzn.to/3DGQvmn,"consumable,ppe"
Mask Filter Kits & Accessories,Particulate filter retainers,,https://amzn.to/3Fw6xQl,"consumable,multi-pack,ppe"
Mask Filter Kits & Accessories,Particulate filters,,https://amzn.to/4kVNKhC,"consumable,ppe"
PPE,"3M full face respirator (Large, Model 6800. Filter kit linked below)",,https://amzn.to/4iQOkeF,ppe
PPE,"3M full face respirator (Large, Model Ultimate FX FF-402. Filter kit linked below)",most comfortable for long periods.,https://amzn.to/41RKHOQ,ppe
PPE,"3M full face respirator (Medium, Model 6800. Filter kit linked below)",,https://amzn.to/3DwLixu,ppe
PPE,"3M full face respirator (Medium, Model Ultimate FX FF-402. Filter kit linked below)",most comfortable for long periods.,https://amzn.to/4hfIToB,ppe
PPE,"DuPont Tyvek 400 TY122S Disposable Protective Coverall Hood and Boots, 1-pack",Get 1 or 2 sizes bigger. This will reduce the chance of tearing.,https://amzn.to/4kVO3ZO,"consumable,ppe,single-pack"
PPE,"DuPont Tyvek 400 TY122S Disposable Protective Coverall Hood and Boots, 25-pack",Get 1 or 2 sizes bigger. This will reduce the chance of tearing.,https://amzn.to/4igVjxJ,"consumable,multi-pack,ppe"
PPE,Head socks,,https://amzn.to/41p1b0I,"consumable,multi-pack,ppe"
PPE,Latex Gloves,"Solvent-resistant gloves: avoid nitrile. If you're allergic to latex, wear non-latex gloves underneath.",https://amzn.to/41GczFM,"consumable,ppe"
"RESIN BASES, HARDENERS, AND ACTIVATORS","Epoxy resin base, 1-gallon",,https://amzn.to/3DNMDjt,"epoxy,resin"
"RESIN BASES, HARDENERS, AND ACTIVATORS","Epoxy resin hardener FAST, 1-quart",,https://amzn.to/3DGSpU3,epoxy
"RESIN BASES, HARDENERS, AND ACTIVATORS","Epoxy resin hardener SLOW, 1 quart",,https://amzn.to/4issCxx,epoxy
"RESIN BASES, HARDENERS, AND ACTIVATORS",MEKp (Polyester resin and gel coat activator),,,"gel-coat,polyester"
"RESIN BASES, HARDENERS, AND ACTIVATORS","Polyester resin, 1-gallon kit (with MEKp)",,https://amzn.to/3FunL0L,"polyester,resin"
"RESIN BASES, HARDENERS, AND ACTIVATORS","White Gel coat, 1-gallon kit (with wax and MEKp)",,https://amzn.to/3FKR4Mn,"gel-coat,polyester"
"RESIN BASES, HARDENERS, AND ACTIVATORS","White Gel coat, 1-quart kit (with wax and MEKp)",,https://amzn.to/3FtFt4g,"gel-coat,polyester"
SOLVENTS / CLEANERS,Acetone,,,"clean-and-prep,polyester,solvent"
SOLVENTS / CLEANERS,"Denatured Alcohol, 1-gallon",,https://amzn.to/4izxOjj,"clean-and-prep,epoxy,solvent"
SOLVENTS / CLEANERS,"Lacquer Thinner, 1-gallon",,https://amzn.to/4ia9cxM,"clean-and-prep,solvent"
TOOLS,3M Clean Sanding Blocks,,https://amzn.to/3FE5Cxq,"favorite,filling-and-fairing,sanding,tool"
TOOLS,3M Performance Spray Gun Kit,,https://amzn.to/3DORvEW,"gel-coat,painting,spray,tool"
TOOLS,3M Spray Gun Flow Control Valve,,https://amzn.to/43Xef07,"gel-coat,painting,spray,tool"
TOOLS,5-inch DeWalt corded orbital sander,,https://amzn.to/4bUHQt1,"corded,sanding,tool"
TOOLS,5-inch DeWalt cordless orbital sander (tool only),,https://amzn.to/3R9VSgM,"cordless,sanding,tool"
TOOLS,5-inch DeWalt cordless orbital sander kit,,https://amzn.to/4hyUb7m,"cordless,sanding,tool"
TOOLS,5-inch Festool Cordless/Corded orbital sander kit,,https://amzn.to/4kOQnld,"corded,cordless,favorite,sanding,tool"
TOOLS,5-inch Festool orbital sander,,https://amzn.to/4bSv5PB,"corded,favorite,sanding,tool"
TOOLS,5-inch Milwaukee Cordless orbital sander,,https://amzn.to/43JWb9y,"cordless,sanding,tool"
TOOLS,"Centipede workbench, 2x4",,https://amzn.to/4iY7Aad,tool
TOOLS,"Centipede workbench, 4x8",,https://amzn.to/4l0SbHZ,tool
TOOLS,Detail Paint Gun,,https://amzn.to/41UgS01,"gel-coat,painting,spray,tool"
TOOLS,DeWalt corded buffer,,https://amzn.to/4iBT4Fi,"buff-and-polish,corded,tool"
TOOLS,DeWalt cordless Grinder,,https://amzn.to/4iPGBgW,"cordless,grinding,tool"
TOOLS,Electric scissors for cutting fiberglass cloth,,https://amzn.to/4ifkPDF,"favorite,tool"
TOOLS,"Foam Roller Frame, 4-inch",,https://amzn.to/426fzv1,"painting,roll,tool"
TOOLS,"Foam Roller Frame, 6-inch",,https://amzn.to/3RqfH3w,"painting,roll,tool"
TOOLS,Hand masker,,https://amzn.to/4hGh4G0,"clean-and-prep,favorite,masking,tool"
TOOLS,"Linear Sanding Blocks, 12-inch",,https://amzn.to/4bBBoXU,"filling-and-fairing,sanding,tool"
TOOLS,"Linear Sanding Blocks, assorted sizes",,https://amzn.to/3FAVDZM,"filling-and-fairing,sanding,tool"
TOOLS,Makita corded buffer,,https://amzn.to/4ijJnLF,"buff-and-polish,corded,tool"
TOOLS,Makita corded File sander,,https://amzn.to/3FvfoSq,"corded,favorite,grinding,tool"
TOOLS,Milwaukee cordless buffer,,https://amzn.to/3DOPBUY,"buff-and-polish,cordless,tool"
TOOLS,Milwaukee cordless compressor (Great for mobile repairs),,https://amzn.to/4icDmAw,"cordless,gel-coat,painting,spray,tool"
TOOLS,Milwaukee cordless file sander,,https://amzn.to/41MzVJB,"cordless,favorite,grinding,tool"
TOOLS,Portable workbench,,https://amzn.to/3FNiTUk,"favorite,tool"
TOOLS,Preval,,https://amzn.to/4kxxl2S,"gel-coat,painting,single-pack,spray,tool"
TOOLS,"Preval, 12-pack",,https://amzn.to/4kw1dwv,"gel-coat,multi-pack,painting,spray,tool"
TOOLS,"Ribbed bubble rollers for fiberglass, assorted sizes, 4-pack",,https://amzn.to/4l4fIrz,"multi-pack,resin,tool"
TOOLS,RUPES Cordless random orbital polisher AND mini iBrid polisher combo,,https://amzn.to/3DBB6DP,"buff-and-polish,cordless,tool"
TOOLS,Rupes LHR15 random orbital polisher,,https://amzn.to/4iO3h15,"buff-and-polish,corded,tool"
TOOLS,Sanding Blocks,,https://amzn.to/4iaewRM,"filling-and-fairing,sanding,tool"
TOOLS,SPTA Mini car polisher (get in those tight spots),,https://amzn.to/4kPTeKP,"buff-and-polish,corded,tool"
